מטבח כשר,משופצת,"ממ""ד",מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,חדרים,קומה,"מ""ר",מחיר
0,1,1,,1,1,1,1,1,1,3,,3,,דירה, חיפה,[' נווה פז'],1,4,3,"1,700 ₪",
0,1,0,,1,0,1,0,1,0,ללא,1,2,,דירה, רמת גן,[' רמת עמידר'],1,5,1,"2,000 ₪",
0,1,0,,1,1,1,1,0,0,1,,3,,דירה, חולון,"["" רסקו ב'""]",1,4,3,"1,760 ₪",
1,1,0,,1,0,0,0,0,0,ללא,,3,,דירה, תל אביב יפו,[' הצפון החדש - צפון'],1,1.5,2,"2,770 ₪",
1,1,0,,1,0,1,0,0,0,ללא,,,,יחידת דיור, רמת גן,"[' שכונת חשמונאים', ' מרכז העיר א']",0,1,1,"2,900 ₪",
0,1,1,,1,1,1,1,1,1,1,,3,,דירה, כרמיאל,[' אשכול'],1,2.5,3,"1,150 ₪",
1,0,0,,1,1,1,1,0,0,1,2,6,,דירה, פתח תקווה,[' כפר גנים א'],0,5,4,"1,700 ₪",
0,1,0,,1,0,1,0,0,1,ללא,,3,,דירה, פתח תקווה,[' המרכז השקט / מרכז העיר'],1,1,2,"1,800 ₪",
0,0,0,,1,0,1,0,0,0,1,1,3,,דירה, גבעתיים,"[' הל""ה']",1,3,3,"1,440 ₪",
0,0,0,,1,0,1,1,0,0,1,2,14,,דירה, גבעתיים,[' שטח 9'],1,5,2,"2,220 ₪",
0,1,0,,1,0,1,0,0,0,ללא,1,3,,דירה, חיפה,[' נווה שאנן'],1,4,3,"1,300 ₪",
1,1,0,,1,0,1,1,0,0,ללא,,4,,דירה, תל אביב יפו,[' הצפון החדש - כיכר המדינה'],1,3,2,"3,600 ₪",
0,1,0,,0,0,1,0,0,0,ללא,1,,,בית פרטי/קוטג', תל אביב יפו,[' יד אליהו'],0,1,קרקע,"2,200 ₪",
0,1,0,,1,0,1,0,0,1,2,1,3,,דירה, ירושלים,[' פסגת זאב'],0,3,3,"2,000 ₪",
0,1,0,,1,0,1,0,0,0,1,1,,,יחידת דיור, כפר תבור,[' שאר העיר'],0,1,קרקע,"2,000 ₪",
0,0,0,,0,0,0,0,0,0,ללא,,3,,דירה, גבעתיים,[' שינקין'],1,3.5,1,"1,980 ₪",
1,1,1,,1,0,1,1,1,1,1,2,8,,דירה, ראשון לציון,[' נווה ים'],1,4,7,"1,850 ₪",
0,0,0,,1,0,0,0,0,1,ללא,,4,,דירה, ירושלים,[' בית וגן'],1,3,1,"1,200 ₪",
1,1,1,,1,1,1,1,1,1,2,,3,,דירה, נתניה,[' צפון מזרח מרכז העיר'],1,3,3,"1,600 ₪",
0,1,1,,1,1,1,1,1,1,1,,4,,דירה, אשדוד,"["" רובע א'""]",1,3,4,לא צוין מחיר,
0,1,1,,1,1,1,1,1,0,ללא,1,9,,דירה, נתניה,[' אגמים'],1,1,1,"2,300 ₪",
1,1,0,,1,0,0,0,1,1,ללא,1,4,,דירה, חיפה,[' קרית אליהו'],1,4,3,"1,000 ₪",
0,1,0,,1,0,1,1,0,0,ללא,,5,,דירה, תל אביב יפו,"[' לב תל אביב', ' לב העיר צפון']",1,3,1,"2,900 ₪",
0,0,0,,1,0,1,0,1,0,ללא,1,2,,דירה, תל אביב יפו,[' הצפון הישן - צפון'],1,3,2,"3,600 ₪",
0,1,1,,1,1,1,1,1,1,1,,4,,דירה, בת ים,[' רוטשילד עצמאות'],1,3.5,3,"2,250 ₪",
0,1,0,,1,0,1,1,0,1,1,,7,,דירה, חולון,[' קרית שרת מזרח'],1,4,7,"1,700 ₪",
0,1,1,,1,1,1,1,1,1,2,2,8,,דירה, חולון,[' תל גיבורים'],1,4,6,150 ₪,
0,0,1,,1,0,0,0,0,1,ללא,1,,,בית פרטי/קוטג', אור יהודה,[' סקיה'],1,3,קרקע,"1,500 ₪",
0,1,1,,1,0,1,1,0,1,ללא,1,,,יחידת דיור, רמת גן,[' נגבה'],1,4,1,"2,500 ₪",
0,1,0,,1,0,1,0,0,0,ללא,,3,,דירה, תל אביב יפו,[' נווה אביבים'],1,4,1,"2,300 ₪",
0,1,0,,1,1,1,0,0,0,1,1,,,יחידת דיור, שדרות,[' נאות אשכול'],0,2,1,"2,000 ₪",
0,1,0,,1,0,1,0,0,0,ללא,,3,,דירה, פתח תקווה,[' מחנה יהודה'],0,5,3,"1,270 ₪",
0,1,0,,1,0,1,0,0,0,1,2,3,,גג/פנטהאוז, נשר,[' רמות יצחק'],0,4,3,"1,750 ₪",
0,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,4,2,97,"1,590,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,2,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ג']",,4,2,110,"2,080,000 ₪"
1,0,1,0,0,0,1,0,0,0,1,1,3,במצב שמור,דירה, אשדוד,"["" רובע ט'""]",0,4.5,3,110,"1,690,000 ₪"
0,0,1,0,0,1,1,1,0,0,1,1,7,במצב שמור,,,,1,,,,
0,0,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,4,2,97,"1,590,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,2,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ג']",1,4,2,110,"2,080,000 ₪"
1,0,1,0,0,0,1,0,0,0,1,1,3,במצב שמור,דירה, אשדוד,"["" רובע ט'""]",1,4.5,3,110,"1,690,000 ₪"
1,0,1,0,0,1,1,1,0,0,1,1,7,במצב שמור,,,,0,,,,
0,1,1,1,0,1,1,1,1,1,2,1,8,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ב']",1,5,8,189,"3,690,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,1,12,משופץ,דירה, אשדוד,[],0,5,5,164,"2,850,000 ₪"
0,0,1,0,0,0,0,1,0,0,1,1,7,חדש מקבלן,דירה,דירה,[],1,5,קרקע,113,"1,130,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,3,,משופץ,בית פרטי/קוטג', אשדוד,[],1,5.5,קרקע,250,"3,700,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,3,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3.5,3,72,"1,280,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,7,משופץ,דירה,דירה,[],1,4,7,110,"1,550,000 ₪"
1,0,0,1,0,0,1,0,0,0,ללא,,3,דרוש שיפוץ,דירה, אשדוד,"["" רובע א'""]",1,3.5,3,85,"1,260,000 ₪"
0,1,0,0,0,1,1,1,0,0,1,,8,במצב שמור,דירה, אשדוד,[],0,2,5,55,"1,150,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,6,חדש,דירת גן,דירת גן,[],0,4,קרקע,210,"2,590,000 ₪"
0,1,1,1,0,1,1,1,0,0,2,1,7,משופץ,דירה, אשדוד,"[' רובע ט""ו']",0,5,4,170,"2,590,000 ₪"
0,0,1,0,0,1,1,1,0,0,ללא,1,7,משופץ,דירה, אשדוד,[],1,5,4,135,"1,670,000 ₪"
1,0,0,0,0,0,1,1,0,0,ללא,,7,חדש,דירת גן,דירת גן,[],1,4,קרקע,280,"2,100,000 ₪"
0,1,0,1,0,0,1,0,0,0,ללא,,4,משופץ,דירה,דירה,[],1,2,4,60,"1,150,000 ₪"
1,0,1,0,0,0,0,1,0,0,1,1,6,חדש מקבלן,דירה, אשדוד,[],1,2.5,5,555,"950,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,4,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,4,53,"970,000 ₪"
0,0,1,0,0,1,1,1,1,0,1,2,17,במצב שמור,גג/פנטהאוז, אשדוד,"[' רובע י""ב']",1,6,17,220,"2,800,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,8,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,4,7,95,"1,375,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,2,7,משופץ,דירה, אשדוד,"["" רובע א'""]",1,4,6,115,"1,590,000 ₪"
0,1,1,1,0,1,1,1,0,0,ללא,2,7,חדש מקבלן,גג/פנטהאוז, אשדוד,"["" רובע א'""]",1,4.5,7,105,לא צוין מחיר
0,1,1,1,0,0,1,0,1,0,ללא,1,1,חדש,דירה, אשדוד,"["" רובע א'""]",1,3,1,89,"1,490,000 ₪"
0,0,1,0,0,1,0,1,0,0,1,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ב'""]",1,4,5,115,"1,500,000 ₪"
0,0,1,0,0,0,0,1,0,0,1,1,7,חדש מקבלן,דירה, אשדוד,[],1,5,6,120,"1,900,000 ₪"
0,1,1,1,0,1,1,0,1,1,1,,,משופץ,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",1,7,קרקע,530,"5,390,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,משופץ,דירה, אשדוד,"[' רובע ט""ו']",1,5,5,155,"2,580,000 ₪"
0,1,1,1,1,1,1,1,1,1,3,2,,דרוש שיפוץ,בית פרטי/קוטג', אשדוד,[],1,7,קרקע,552,"4,800,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,2,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,3,1,85,"1,470,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,,12,משופץ,דירה, אשדוד,"[' רובע י""ז']",0,7,2,212,"4,350,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,,במצב שמור,בית פרטי/קוטג', אשדוד,"[' רובע י""א']",0,10,קרקע,380,"4,280,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,7,חדש מקבלן,דירת גן,דירת גן,[],0,3,1,107,"1,530,000 ₪"
1,1,0,1,0,1,1,1,0,1,1,,9,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,3,8,80,"1,320,000 ₪"
1,0,0,0,0,1,1,1,0,1,ללא,,3,משופץ,דירה, אשדוד,"["" רובע א'""]",,3,2,85,"1,310,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע ט""ו']",0,3,4,80,"1,550,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,8,במצב שמור,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,1,130,"1,790,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,5,8,160,"1,925,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,10,במצב שמור,דירה, אשדוד,[],1,2,8,60,"1,170,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,7,משופץ,דירה, אשדוד,[],1,4,3,115,"1,790,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,12,משופץ,דירה, אשדוד,"[' רובע י""א']",0,3,4,89,"1,590,000 ₪"
1,0,1,0,0,1,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,4.5,5,140,"2,249,000 ₪"
0,1,1,0,0,1,1,1,0,1,1,1,13,משופץ,דירה, אשדוד,[],0,3,10,102,"1,710,000 ₪"
0,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,1,,,,
0,1,0,0,0,0,1,0,0,1,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3.5,2,84,"1,250,000 ₪"
0,0,0,0,0,1,1,1,0,0,1,,8,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,3,8,78,"1,080,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,3,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,1,48,"950,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה,דירה,[],1,2,3,55,"920,000 ₪"
0,0,0,0,0,1,1,0,0,0,ללא,,3,במצב שמור,דירת גן,דירת גן,[],0,4,קרקע,165,"1,950,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע ט""ו']",0,5,5,158,"2,670,000 ₪"
0,0,1,0,0,1,1,1,0,0,ללא,2,7,חדש מקבלן,דירה, אשדוד,[],0,5,6,105,"1,750,000 ₪"
1,0,0,1,0,1,1,1,0,0,1,3,9,במצב שמור,דופלקס, אשדוד,[],1,8,8,260,"3,000,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,,משופץ,בית פרטי/קוטג', אשדוד,[],1,7,קרקע,370,"5,200,000 ₪"
1,1,1,0,0,0,1,1,0,0,1,1,3,חדש,גג/פנטהאוז, אשדוד,"[' הקריה מע""ר']",1,6,3,180,"3,926,000 ₪"
0,1,0,1,0,1,1,1,0,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,3,2,96,"1,410,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,7,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,5,2,167,"2,850,000 ₪"
1,1,1,0,0,1,1,1,0,0,1,1,7,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,5,1,139,"2,200,000 ₪"
0,1,0,1,0,1,1,1,1,0,1,,7,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,4,7,120,"1,890,000 ₪"
0,1,1,0,0,1,1,0,0,0,1,1,2,משופץ,דופלקס, אשדוד,[],1,5,1,190,לא צוין מחיר
0,1,0,1,0,0,1,0,0,1,1,,4,משופץ,דירה, אשדוד,"["" רובע ב'""]",1,3,2,75,"1,100,000 ₪"
0,1,0,1,1,1,1,1,0,1,1,,8,משופץ,דירה, אשדוד,"["" רובע א'""]",1,4,3,120,"1,559,000 ₪"
0,0,0,0,0,0,0,0,0,0,ללא,,6,במצב שמור,דירה, אשדוד,[],1,3,2,94,"1,250,000 ₪"
0,1,0,1,0,1,1,1,0,0,ללא,,4,משופץ,דירה, אשדוד,"["" רובע ב'""]",1,3,2,98,"1,260,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"["" רובע ה'""]",1,5,1,150,"2,295,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,4,משופץ,דירה, אשדוד,[],1,4,2,120,"1,890,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",1,3,2,80,"1,350,000 ₪"
0,,,0,,0,,,0,,,,,,מגרשים, אשדוד,"[' רובע י""ז']",1,-,קרקע,460,"4,500,000 ₪"
0,0,1,1,0,1,1,1,0,0,ללא,,9,דרוש שיפוץ,דירה, אשדוד,"[' רובע י""ז']",1,4,7,148,"2,000,000 ₪"
0,1,1,0,0,1,1,1,1,0,1,2,8,משופץ,דירה, אשדוד,[],1,5,6,160,"2,350,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,7,במצב שמור,דירה, אשדוד,[],1,5,2,130,"1,800,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,2,16,חדש,גג/פנטהאוז, אשדוד,[],1,6,16,300,לא צוין מחיר
0,1,0,1,1,0,1,1,1,0,1,,2,משופץ,דירה, אשדוד,[],1,4.5,1,168,"2,400,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""א']",1,5,2,140,"2,150,000 ₪"
0,1,0,1,0,0,1,0,1,1,1,3,,משופץ,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",1,6,קרקע,520,"4,190,000 ₪"
1,0,1,1,0,1,1,1,0,0,ללא,1,7,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",0,4,3,112,"1,690,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ז']",0,4,4,130,"2,270,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,משופץ,דירה, אשדוד,"["" רובע ח'""]",0,5,4,100,"1,580,000 ₪"
1,1,1,1,0,1,1,0,1,0,1,,1,משופץ,דירת גן, אשדוד,"[' רובע י""ג']",1,5,קרקע,127,"2,940,000 ₪"
0,1,0,1,0,1,1,1,0,0,1,,7,במצב שמור,דירה, אשדוד,"[' רובע י""א']",,4.5,2,122,"1,870,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,7,חדש מקבלן,דירה, אשדוד,"["" רובע ד'""]",0,4,קרקע,100,"1,850,000 ₪"
0,0,0,1,0,0,1,0,0,0,ללא,,8,במצב שמור,דירה, אשדוד,"["" רובע א'""]",1,3,5,90,"1,190,000 ₪"
0,0,1,0,0,1,0,1,0,0,ללא,2,7,חדש מקבלן,דירה,דירה,[],1,5,6,125,"1,890,000 ₪"
1,1,0,1,0,1,1,1,0,0,1,1,9,משופץ,דופלקס, אשדוד,"["" רובע ט'""]",1,5,9,168,"1,995,000 ₪"
0,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,1,,,,
0,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",0,5,6,154,"2,080,000 ₪"
0,1,1,1,0,1,1,1,0,1,1,1,7,חדש,דירה,דירה,[],1,4,5,120,"1,640,000 ₪"
0,0,0,0,0,0,0,0,0,0,ללא,,1,חדש,דירת גן, אשדוד,"["" רובע א'""]",0,3,קרקע,87,"1,485,000 ₪"
1,1,1,1,0,1,1,1,1,0,2,,,חדש מקבלן,בית פרטי/קוטג', אשדוד,[' מרינה'],1,7,קרקע,270,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,1,1,2,משופץ,גג/פנטהאוז, אשדוד,"[' רובע י""ג']",1,5,2,130,"22,222 ₪"
1,1,1,1,0,1,1,1,1,1,1,1,16,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,4,10,140,"2,300,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",1,5,7,129,"1,690,000 ₪"
0,1,1,0,1,1,1,1,1,0,1,1,10,חדש,דירה, אשדוד,[],1,3,6,110,"1,760,000 ₪"
1,1,0,0,1,1,1,1,0,1,1,1,7,משופץ,דירה, אשדוד,[],0,4,4,110,"1,650,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,,במצב שמור,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",0,6,קרקע,530,"6,250,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,3,במצב שמור,דירה, אשדוד,"[' רובע י""ג']",0,4,1,100,"1,440,000 ₪"
0,0,1,1,0,1,1,1,0,0,ללא,1,7,חדש מקבלן,דירה, אשדוד,[],1,5,6,113,"1,750,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4.5,5,125,"2,000,000 ₪"
0,1,0,0,0,0,1,0,0,1,ללא,,4,משופץ,דירה, אשדוד,[],1,4,4,107,"1,550,000 ₪"
0,1,1,1,0,1,1,1,0,0,1,1,3,חדש,דירה, אשדוד,"[' הקריה מע""ר']",1,5,3,209,"3,120,000 ₪"
0,0,0,0,0,1,0,1,0,0,ללא,,7,חדש מקבלן,דירה, אשדוד,"["" רובע ח'""]",1,2.5,קרקע,58,"1,220,000 ₪"
0,1,1,0,0,1,1,1,1,0,2,1,14,חדש,גג/פנטהאוז, אשדוד,[],1,5,13,225,"2,930,000 ₪"
0,1,1,1,0,1,1,1,0,0,2,1,7,משופץ,דירה, אשדוד,"[' רובע ט""ו']",1,5,4,170,"2,590,000 ₪"
0,0,0,0,0,0,0,1,0,0,ללא,1,8,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4,4,134,"1,850,000 ₪"
0,0,0,0,0,0,0,0,0,0,ללא,,2,במצב שמור,דירה,דירה,[],1,2.5,2,50,"940,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ז']",0,3,3,132,"1,990,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,7,חדש מקבלן,דירה, אשדוד,"["" רובע ב'""]",0,4,5,105,"1,420,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,8,משופץ,דירה, אשדוד,"[' רובע י""א']",0,4,7,110,"1,890,000 ₪"
0,1,0,1,0,1,0,1,0,0,1,1,8,משופץ,דירה, אשדוד,"["" רובע א'""]",1,4.5,4,115,"1,800,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,4,משופץ,דירה, אשדוד,[],1,2.5,3,65,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,ללא,,2,במצב שמור,דירת גן, אשדוד,[],1,4,קרקע,271,"2,550,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,1,13,חדש,דירה,דירה,[],1,5,4,167,"2,450,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,18,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,4,8,132,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,2,,4,משופץ,דירת גן, אשדוד,[],1,4,קרקע,220,"2,450,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,9,משופץ,דופלקס,דופלקס,[],1,8,9,300,"3,580,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,4,5,105,"1,250,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,4,7,130,"2,000,000 ₪"
0,1,0,1,0,1,1,1,0,1,1,,8,משופץ,דירה, אשדוד,[],1,3.5,4,89,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,ללא,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,3.5,3,113,"1,989,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,4,במצב שמור,דירה, אשדוד,[],0,4,3,123,"1,870,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,6,משופץ,דירה, אשדוד,"["" רובע ב'""]",0,4,6,112,"1,345,000 ₪"
1,1,0,1,1,0,1,0,0,0,ללא,,2,משופץ,דירה, אשדוד,"["" רובע י'""]",0,3,1,80,"1,350,000 ₪"
,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, אשדוד,[],1,2,1,50,"1,150,000 ₪"
,1,1,1,1,1,1,1,1,1,1,1,6,חדש,דירה, אשדוד,"["" רובע ד'""]",,5,5,180,"3,150,000 ₪"
1,0,0,0,0,0,1,0,0,0,1,1,8,משופץ,,,,0,,,,
1,0,0,0,0,0,1,0,0,0,1,,3,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,3,58,"920,000 ₪"
1,0,1,1,0,1,1,1,0,0,ללא,,9,דרוש שיפוץ,דירה, אשדוד,"[' רובע י""ז']",1,4,7,148,"2,000,000 ₪"
1,0,1,0,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ג']",1,4,6,110,"1,700,000 ₪"
1,0,0,0,0,1,1,0,0,1,ללא,,3,במצב שמור,דירת גן, אשדוד,[],1,5,קרקע,350,"2,500,000 ₪"
1,1,1,0,0,1,1,1,1,0,ללא,2,9,משופץ,דירה, אשדוד,[],0,4,5,132,"1,990,000 ₪"
1,1,0,1,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",1,5,1,130,"1,630,000 ₪"
1,1,1,0,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",0,4,3,130,"1,850,000 ₪"
0,1,1,0,0,0,1,1,0,1,ללא,1,7,במצב שמור,דירה, אשדוד,"["" רובע ג'""]",1,4,5,104,"1,650,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,,,במצב שמור,דירת גן,דירת גן,[],1,5,קרקע,170,"3,555,555 ₪"
0,1,1,1,0,0,1,0,0,0,1,3,2,משופץ,דופלקס, אשדוד,[' מרינה'],1,7,1,290,"5,400,000 ₪"
0,1,1,1,0,0,1,0,0,0,1,3,2,במצב שמור,דופלקס, אשדוד,"["" רובע ט'""]",1,5.5,1,220,לא צוין מחיר
0,0,1,1,0,1,1,1,0,0,1,1,4,במצב שמור,דירה, אשדוד,[],1,5,1,145,"2,290,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,7,חדש מקבלן,גג/פנטהאוז, אשדוד,[],0,3,7,140,"1,380,000 ₪"
0,1,1,0,0,1,0,1,0,0,ללא,2,7,חדש מקבלן,דירה,דירה,[],0,4,5,95,"1,420,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"["" רובע ח'""]",0,5,8,160,"1,925,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5.5,4,172,"2,390,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,12,משופץ,דירה, אשדוד,"[' רובע י""ז']",1,7,2,212,"4,350,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,6,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,6,3,177,"2,750,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,3,15,משופץ,גג/פנטהאוז, אשדוד,"["" רובע ח'""]",1,5,15,196,"3,400,000 ₪"
1,1,1,1,0,1,1,0,1,1,2,1,,משופץ,בית פרטי/קוטג', אשדוד,[],1,6,קרקע,300,"6,700,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,6,משופץ,דירה,דירה,[],1,4,2,90,"1,290,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,2,7,חדש מקבלן,דירת גן,דירת גן,[],1,3,קרקע,160,"1,380,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,,21,משופץ,דירה, אשדוד,"[' הקריה מע""ר']",1,5,1,204,"2,980,000 ₪"
0,,,0,,,,,,,ללא,,,חדש מקבלן,קב' רכישה/ זכות לנכס,קב' רכישה/ זכות לנכס,[],1,-,קרקע,1000,"35,000 ₪"
1,1,0,1,1,1,1,1,0,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,4,3,116,"1,640,000 ₪"
0,1,1,0,0,1,1,1,1,0,2,3,8,משופץ,דופלקס, אשדוד,[],1,5.5,7,238,"3,100,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,,משופץ,בית פרטי/קוטג', אשדוד,[],0,8,קרקע,340,"6,000,000 ₪"
1,0,1,0,0,1,1,1,0,0,1,1,9,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",0,4,9,120,"1,850,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,[],0,4,8,113,"1,590,000 ₪"
0,1,1,1,1,1,1,1,1,1,2,2,2,במצב שמור,טריפלקס, אשדוד,"["" רובע ה'""]",1,6,2,165,"2,230,000 ₪"
0,0,1,0,1,0,1,1,0,0,ללא,2,3,במצב שמור,דופלקס, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5,3,224,"2,390,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,5,4,136,"1,844,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,במצב שמור,דירה,דירה,[],1,4,2,130,"2,000,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,3,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,1,48,"950,000 ₪"
