מטבח כשר,משופצת,"ממ""ד",מזגן תדיראן,ריהוט,גישה לנכים,מיזוג,מעלית,מחסן,סורגים,חניות,מרפסות,קומות בבנין,מצב הנכס,סוג נכס,עיר,שכונה,תיווך,חדרים,קומה,"מ""ר",מחיר
1,1,1,1,1,1,1,1,1,1,ללא,2,4,משופץ,דירה, אשדוד,"["" רובע א'""]",1,3,1,70,"1,290,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,משופץ,דירה,דירה,[],0,2,4,62,"1,200,000 ₪"
0,1,1,0,0,1,1,1,1,0,1,1,22,חדש,דירה, אשדוד,"[' הקריה מע""ר']",1,5,7,186,"3,300,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,2,7,חדש מקבלן,גג/פנטהאוז,גג/פנטהאוז,[],1,3,7,125,"1,190,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ג']",1,5,7,150,"1,750,000 ₪"
0,,,1,,1,,,1,,,,,,מגרשים, אשדוד,[],1,-,קרקע,528,"4,150,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,4,9,120,"1,850,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,6,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,6,2,180,"3,080,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,,משופץ,בית פרטי/קוטג', אשדוד,"["" רובע ב'""]",1,3.5,קרקע,420,"3,000,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,19,חדש מקבלן,דירה, אשדוד,"[' הקריה מע""ר']",1,5,5,157,"2,700,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,9,משופץ,דירה, אשדוד,[],1,3,6,90,"1,390,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,7,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,4,4,120,"1,360,000 ₪"
0,1,1,1,1,1,1,0,1,1,1,3,,משופץ,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",1,8,קרקע,550,"4,990,000 ₪"
0,1,0,0,0,0,1,0,0,0,1,,3,משופץ,דירה, אשדוד,[],1,4,3,77,"1,390,000 ₪"
0,1,0,1,0,1,1,1,0,0,ללא,,8,משופץ,,,,1,,,,
0,1,1,1,0,1,1,1,0,0,ללא,1,17,משופץ,דירה, אשדוד,[],0,4,5,156,"1,990,000 ₪"
1,0,0,0,0,1,0,1,0,0,ללא,,7,חדש מקבלן,דירה, אשדוד,"["" רובע ח'""]",0,2.5,קרקע,58,"1,220,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,10,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,3,7,98,"1,450,000 ₪"
1,1,1,1,0,1,1,1,0,0,1,1,7,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",0,5,6,115,לא צוין מחיר
0,1,1,0,1,1,1,1,0,1,1,1,4,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,2,119,"1,850,000 ₪"
1,1,0,0,0,0,1,1,0,0,ללא,,6,משופץ,דירה, אשדוד,"["" רובע ב'""]",1,4,6,112,"1,345,000 ₪"
0,1,1,0,0,1,1,1,0,1,1,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ח'""]",1,4,6,115,"1,580,000 ₪"
1,0,0,0,0,1,1,1,0,0,1,,4,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,5,3,113,"1,730,000 ₪"
0,1,0,0,0,0,1,0,0,0,ללא,,3,משופץ,דירה, אשדוד,[],1,3,3,82,"1,380,000 ₪"
1,0,1,0,0,0,1,1,0,0,1,1,10,במצב שמור,דירה, אשדוד,"[' רובע י""א']",1,5,5,140,"2,200,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,12,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,5,1,160,"2,490,000 ₪"
1,0,0,0,0,0,1,0,0,0,1,2,5,משופץ,דירה,דירה,[],1,4,1,133,"1,850,000 ₪"
1,1,1,1,0,0,1,1,0,1,1,1,4,משופץ,דירה, אשדוד,"["" רובע א'""]",0,4,4,130,לא צוין מחיר
0,1,1,0,1,0,1,1,0,0,ללא,1,7,משופץ,דירה, אשדוד,[],0,2.5,קרקע,70,"1,290,000 ₪"
0,1,1,1,1,1,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,[],0,4,2,144,"2,049,000 ₪"
0,0,0,0,0,0,1,0,0,0,ללא,,3,במצב שמור,דירה, אשדוד,[],1,2,1,50,"1,150,000 ₪"
0,1,1,1,0,0,1,1,0,0,1,1,8,משופץ,דירה, אשדוד,"["" רובע ה'""]",0,4.5,1,140,"1,890,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,7,חדש מקבלן,דירת גן, אשדוד,"["" רובע ב'""]",0,3,קרקע,152,"1,199,000 ₪"
1,1,1,0,0,1,1,1,1,1,1,1,19,חדש,דירה,דירה,[],0,5,1,182,"2,820,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,במצב שמור,דירה, אשדוד,[],1,3,7,105,"1,630,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,20,חדש,דירה, אשדוד,[],0,5.5,5,260,"2,630,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""ז']",0,4,6,136,"2,300,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,"[' רובע ט""ו']",1,5,5,158,"2,670,000 ₪"
1,0,1,0,0,1,1,1,1,1,ללא,1,8,במצב שמור,דירה, אשדוד,[],1,3.5,3,113,"2,049,000 ₪"
0,0,0,0,0,1,1,1,1,1,ללא,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ג']",0,4,6,126,"1,690,000 ₪"
1,1,0,1,0,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""א']",0,5,8,130,לא צוין מחיר
1,1,0,1,0,1,1,1,0,0,ללא,,8,משופץ,דירה, אשדוד,[],1,3,2,83,"1,250,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,10,משופץ,דירה, אשדוד,[],0,4,7,120,"1,850,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,5,משופץ,דירת גן, אשדוד,[],1,6,1,201,"4,590,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,6,במצב שמור,דירה, אשדוד,[],1,4.5,3,100,"1,580,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,,3,במצב שמור,דופלקס, אשדוד,"[' רובע י""ג']",1,4,3,125,"1,500,000 ₪"
0,1,0,1,0,1,1,1,1,1,1,,4,משופץ,דירה, אשדוד,"["" רובע ד'""]",1,4,3,106,"1,470,000 ₪"
0,1,0,1,0,1,1,0,1,1,ללא,,,משופץ,דו משפחתי, אשדוד,"["" רובע ד'""]",1,8,קרקע,300,"3,700,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ו'""]",1,4,5,110,"1,500,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,3,במצב שמור,דירה, אשדוד,[],1,3,3,85,"1,380,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,7,חדש מקבלן,דירה,דירה,[],1,5,5,105,"1,770,000 ₪"
0,0,1,0,0,1,0,1,0,0,ללא,1,7,חדש מקבלן,דירה,דירה,[],1,4,5,110,"1,650,000 ₪"
1,0,1,0,0,0,1,1,0,0,ללא,1,3,במצב שמור,דופלקס, אשדוד,"["" רובע ז'""]",0,6,3,130,"2,490,000 ₪"
0,1,1,0,0,0,1,1,0,1,1,1,6,משופץ,דירה, אשדוד,[],0,5,2,168,"2,490,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,במצב שמור,,,,1,,,,
0,0,0,0,0,1,1,1,0,0,1,,8,במצב שמור,דירה, אשדוד,"["" רובע י'""]",0,3,3,90,"1,390,000 ₪"
0,1,1,1,0,1,1,1,0,0,1,,9,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4.5,1,132,לא צוין מחיר
0,1,1,1,0,1,1,1,1,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,5.5,4,172,"2,390,000 ₪"
1,0,1,1,0,1,1,1,0,0,1,1,8,במצב שמור,דירה, אשדוד,[],1,2,3,64,"1,350,000 ₪"
1,1,0,1,0,1,1,1,1,0,1,1,4,משופץ,דירה, אשדוד,[],1,5,3,130,"1,750,000 ₪"
1,1,1,1,0,1,1,1,0,0,1,2,9,משופץ,דירה, אשדוד,[],1,4,3,140,"2,000,000 ₪"
1,1,0,0,0,1,1,1,0,1,1,,11,משופץ,דירה, אשדוד,"["" רובע י'""]",1,4,2,115,"1,490,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,4,משופץ,דירה,דירה,[],1,4,4,100,"1,600,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,18,משופץ,דירה, אשדוד,[],1,4,7,119,"2,100,000 ₪"
0,1,1,0,0,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,5,3,160,"2,300,000 ₪"
0,1,1,1,0,1,1,1,1,1,1,1,12,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",0,4,8,136,"1,980,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ז']",0,3,3,132,"1,990,000 ₪"
1,0,1,0,0,1,0,1,0,0,1,1,7,במצב שמור,דירה,דירה,[],1,4,7,100,"1,380,000 ₪"
1,1,1,1,1,1,1,0,1,1,1,3,,משופץ,בית פרטי/קוטג', אשדוד,"[' רובע ט""ו']",0,8,קרקע,550,"4,990,000 ₪"
0,0,1,0,0,1,1,1,1,0,ללא,1,8,במצב שמור,דירה, אשדוד,"[' רובע ט""ו']",0,4,3,145,"1,980,000 ₪"
0,1,1,1,0,1,1,1,0,1,1,2,7,משופץ,דירה, אשדוד,"["" רובע ו'""]",0,5,4,126,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,ללא,1,7,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",1,4,3,110,"1,650,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,3,משופץ,דירה, אשדוד,"["" רובע ח'""]",0,5,3,130,"1,490,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,9,במצב שמור,דופלקס, אשדוד,"[' רובע הקריה', ' הסיטי']",0,7,9,209,"3,150,000 ₪"
0,0,0,1,1,0,1,0,0,1,ללא,,4,משופץ,דירה, אשדוד,[],1,3,3,74,"1,249,000 ₪"
0,,,,,,,,,,,,,,דירה, אשדוד,[],1,4.5,5,150,"2,000,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,22,משופץ,דירה, אשדוד,[' מרינה'],0,5,1,192,"3,200,000 ₪"
0,0,0,0,0,0,0,0,0,0,ללא,,2,במצב שמור,דירה,דירה,[],0,2.5,2,50,"940,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,6,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,5,6,135,"2,235,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,חדש מקבלן,דירה, אשדוד,[],0,4,5,110,"1,620,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,6,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,3.5,4,94,"1,270,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,,6,במצב שמור,דירה, אשדוד,"["" רובע ג'""]",1,3,6,87,"1,510,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,7,משופץ,דירה, אשדוד,[],1,5,4,143,"1,750,000 ₪"
1,1,0,1,0,1,1,1,0,0,1,1,7,משופץ,דירה, אשדוד,"[' הקריה מע""ר']",1,4,3,130,"2,100,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,,3,משופץ,דירת גן, אשדוד,[],1,3,קרקע,80,"1,800,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,7,חדש מקבלן,דירה, אשדוד,"["" רובע ד'""]",1,4,5,98,"1,564,000 ₪"
0,1,0,1,1,0,1,0,0,1,ללא,,2,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,3,2,84,"1,330,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,2,4,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,4,3,144,"1,990,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,7,חדש מקבלן,דירה, אשדוד,[],1,4,5,120,"1,520,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",0,3,2,78,"1,310,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,2,,חדש מקבלן,בית פרטי/קוטג', אשדוד,[],0,7,קרקע,270,"5,750,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,13,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,4,11,139,"2,150,000 ₪"
,,,0,,0,,,0,,,,,,מגרשים, אשדוד,"[' רובע י""ז']",0,-,קרקע,1000,"500,000 ₪"
0,1,1,0,0,0,1,1,0,1,1,1,6,משופץ,דירה, אשדוד,[],1,5,2,168,"2,490,000 ₪"
1,0,0,0,0,0,1,0,0,1,ללא,,8,משופץ,,,,1,,,,
0,1,0,0,1,1,1,1,0,0,1,,9,משופץ,דירה, אשדוד,"["" רובע ט'""]",1,3,6,98,"1,420,000 ₪"
1,,,0,,0,,,0,,,,,,מגרשים, אשדוד,"[' רובע י""ז']",1,-,קרקע,1000,"500,000 ₪"
0,1,0,1,1,0,1,0,0,1,1,,4,משופץ,דירה, אשדוד,[],1,2.5,2,56,לא צוין מחיר
1,1,1,0,0,1,1,1,0,0,1,1,7,חדש מקבלן,דירה,דירה,[],1,4,5,100,"1,520,000 ₪"
1,1,1,1,0,1,1,1,1,1,1,1,14,חדש,דירה, אשדוד,[],1,4,7,150,"1,990,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,10,חדש מקבלן,דירה, אשדוד,"[' רובע י""א']",1,5,9,126,"2,450,000 ₪"
1,1,1,1,0,1,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",0,3,4,112,"1,560,000 ₪"
0,1,1,0,0,1,1,1,0,0,1,1,6,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,5,1,167,"2,450,000 ₪"
,1,1,1,1,1,1,1,1,1,1,2,7,משופץ,דירה, אשדוד,[],0,4,5,128,"1,695,000 ₪"
0,1,1,0,0,1,1,1,0,0,1,1,7,חדש,דירה, אשדוד,"["" רובע ח'""]",1,4,6,107,"1,680,000 ₪"
1,1,1,1,1,1,1,1,1,0,ללא,1,,משופץ,דו משפחתי, אשדוד,"[' רובע י""ז']",0,6,קרקע,350,"7,800,000 ₪"
0,1,0,0,0,1,1,1,0,0,1,,7,משופץ,דירה, אשדוד,"["" רובע ה'""]",0,4,6,105,"1,590,000 ₪"
1,1,1,1,1,1,1,0,1,1,1,2,,משופץ,בית פרטי/קוטג',בית פרטי/קוטג',[],0,7,קרקע,510,"5,600,000 ₪"
0,1,1,0,0,0,1,1,0,1,1,1,6,משופץ,דירה, אשדוד,[],1,5,2,168,"2,490,000 ₪"
1,1,1,1,0,1,1,1,1,1,ללא,1,17,חדש,דירה, אשדוד,"["" רובע ח'""]",0,5,11,190,"2,870,000 ₪"
0,1,0,1,0,1,1,1,0,1,ללא,,8,משופץ,דירה, אשדוד,[],0,3.5,7,84,"1,070,000 ₪"
1,1,0,0,1,1,1,1,0,1,1,1,7,משופץ,דירה, אשדוד,[],1,4,4,110,"1,650,000 ₪"
1,1,1,0,1,0,1,1,0,1,1,1,7,משופץ,דירה, אשדוד,[],1,6,1,145,"1,760,000 ₪"
1,1,1,0,0,1,1,1,1,1,1,2,9,משופץ,דירה, אשדוד,[],0,5,1,160,"2,400,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,7,משופץ,דירה, אשדוד,"[' רובע י""א']",0,4,1,112,"1,760,000 ₪"
0,0,1,0,0,1,0,0,0,0,1,2,7,חדש מקבלן,דירת גן, אשדוד,[],1,5,קרקע,135,"2,450,000 ₪"
0,1,1,1,0,1,1,1,1,0,ללא,1,8,משופץ,דירה, אשדוד,"[' רובע י""ז']",0,4,1,145,"2,350,000 ₪"
0,1,1,1,0,1,1,0,1,1,2,1,,משופץ,בית פרטי/קוטג', אשדוד,[],1,5.5,קרקע,195,"6,500,000 ₪"
0,1,1,0,0,1,1,1,1,1,1,1,8,במצב שמור,דופלקס, אשדוד,"[' רובע י""ב']",1,5,8,152,"3,250,000 ₪"
1,1,1,0,0,1,1,1,0,1,1,,8,משופץ,דירה, אשדוד,"[' רובע י""ב']",1,3,1,100,"1,690,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,1,15,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,5,3,170,לא צוין מחיר
0,1,1,1,0,1,1,1,0,1,1,1,10,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,6,135,"1,880,000 ₪"
0,0,1,0,0,1,1,1,1,0,2,2,3,במצב שמור,דופלקס, אשדוד,"[' רובע י""ב']",1,5,3,195,"3,250,000 ₪"
1,1,0,0,0,1,1,1,0,0,ללא,1,8,משופץ,דירה, אשדוד,[],1,3,4,100,"1,550,000 ₪"
0,1,0,0,0,0,0,0,0,0,1,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,3,3,60,"1,350,000 ₪"
0,1,1,0,0,1,1,1,0,0,1,1,12,משופץ,דירה, אשדוד,[],1,4,8,100,"1,550,000 ₪"
0,1,1,1,0,1,1,1,0,0,1,2,7,חדש,דירה,דירה,[],1,4,5,112,"1,690,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,10,במצב שמור,דירה, אשדוד,[],1,5,6,160,"3,200,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,7,משופץ,דירה,דירה,[],1,3,5,85,"1,300,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,2.5,2,52,"1,290,000 ₪"
1,1,0,1,0,1,1,1,1,1,1,,7,משופץ,דירה, אשדוד,[],1,3.5,7,96,"1,430,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,7,חדש מקבלן,דירה,דירה,[],1,5,5,105,"1,770,000 ₪"
0,0,1,0,0,0,1,1,0,0,1,1,24,משופץ,דירה, אשדוד,"[' רובע ט""ז']",1,3,3,122,"1,850,000 ₪"
0,0,0,1,0,1,1,1,0,0,1,,8,במצב שמור,דירה, אשדוד,"["" רובע א'""]",1,3,4,90,"1,250,000 ₪"
0,0,1,0,0,1,1,1,0,0,1,1,7,במצב שמור,,,,1,,,,
1,1,1,1,0,0,1,1,0,0,1,1,8,משופץ,דירה, אשדוד,[],1,4,6,113,"1,970,000 ₪"
1,1,1,0,0,1,0,1,0,0,ללא,1,7,חדש מקבלן,דירה,דירה,[],1,3,5,74,"1,220,000 ₪"
1,1,1,0,0,0,0,1,0,0,1,1,7,חדש,דירה, אשדוד,"["" רובע ד'""]",1,4,6,120,"1,820,000 ₪"
1,1,1,1,0,1,1,1,1,1,2,1,3,משופץ,דירת גן,דירת גן,[],1,4,קרקע,207,"2,450,000 ₪"
0,0,1,0,0,1,1,1,1,0,1,1,7,במצב שמור,דירה, אשדוד,[],1,4,3,115,"1,495,000 ₪"
0,1,1,1,0,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,[],1,4,4,135,"1,700,000 ₪"
0,1,1,0,0,0,0,0,1,0,1,,2,במצב שמור,דירה,דירה,[],1,5,2,139,"1,850,000 ₪"
1,1,1,1,1,1,1,1,0,0,1,1,9,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,7,125,"1,900,000 ₪"
0,1,1,1,0,1,1,1,0,1,1,1,12,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,3,6,105,"1,600,000 ₪"
,,,,,,,,,,2,1,16,חדש,דירה, אשדוד,[],1,5,14,176,"2,580,000 ₪"
1,1,1,0,1,1,1,1,0,1,1,1,7,חדש,דירה, אשדוד,"["" רובע א'""]",1,4,4,120,"1,670,000 ₪"
0,1,0,0,0,0,1,0,0,0,1,1,3,משופץ,דופלקס, אשדוד,"[' רובע י""ג']",1,5,2,100,"1,640,000 ₪"
0,1,0,1,0,1,1,1,0,1,ללא,2,8,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,3,8,125,"1,690,000 ₪"
1,0,0,0,0,0,1,0,0,0,ללא,,4,במצב שמור,דירה,דירה,[],1,2.5,3,60,"980,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",0,3.5,3,81,"1,120,000 ₪"
0,1,1,1,0,1,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ז']",0,3,3,132,"1,990,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,3,,משופץ,בית פרטי/קוטג', אשדוד,"["" רובע א'""]",1,6,קרקע,300,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,1,,7,משופץ,דירה, אשדוד,[],0,4,3,101,"1,380,000 ₪"
1,0,1,0,0,0,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""א']",1,4.5,6,126,"2,080,000 ₪"
1,1,1,1,0,1,1,0,1,1,2,2,,משופץ,בית פרטי/קוטג', אשדוד,[],1,7,קרקע,520,"4,350,000 ₪"
0,1,0,1,1,0,1,0,1,1,1,1,2,במצב שמור,גג/פנטהאוז, אשדוד,"["" רובע ד'""]",1,5,2,260,"2,990,026 ₪"
0,1,1,0,0,1,1,1,1,0,1,1,13,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,11,135,"1,990,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה,דירה,[],1,3,5,113,"1,500,000 ₪"
0,0,1,0,0,1,1,1,1,0,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ב']",1,4.5,5,140,"2,249,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,15,משופץ,דירה, אשדוד,"[' רובע הקריה', ' הסיטי']",1,4,13,135,"1,890,000 ₪"
1,1,0,0,0,0,0,0,0,0,ללא,1,1,משופץ,דירה, אשדוד,"["" רובע ח'""]",1,3.5,1,100,"1,460,000 ₪"
1,1,0,0,0,1,1,1,0,0,1,1,8,משופץ,דירה, אשדוד,"[' רובע י""ג']",0,5,8,147,"1,899,900 ₪"
0,1,1,0,1,0,1,1,0,1,1,1,7,משופץ,דירה, אשדוד,[],0,6,1,145,"1,760,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,22,חדש,דירה, אשדוד,[],0,5,11,190,"3,340,000 ₪"
0,1,1,1,1,1,1,1,1,1,ללא,1,7,במצב שמור,דירה, אשדוד,"["" רובע ד'""]",1,4,1,141,"2,070,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה, אשדוד,[],0,4,3,125,"2,100,000 ₪"
1,1,1,1,1,1,1,1,1,1,2,,,חדש מקבלן,בית פרטי/קוטג', אשדוד,[' מרינה'],0,7,קרקע,270,לא צוין מחיר
0,1,1,1,1,1,1,1,1,1,1,2,9,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,5,8,178,לא צוין מחיר
1,1,1,1,1,1,1,1,1,1,ללא,1,8,משופץ,דירה, אשדוד,[],1,3,4,100,"1,550,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,8,משופץ,דירה, אשדוד,"["" רובע ד'""]",0,3.5,8,120,"1,490,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,12,משופץ,דירה, אשדוד,[],0,4,8,100,"1,550,000 ₪"
1,1,1,1,1,1,1,1,1,0,1,1,11,משופץ,דירה, אשדוד,"[' רובע י""א']",1,5,3,160,"2,750,000 ₪"
0,0,1,0,0,1,0,1,0,0,1,,7,חדש מקבלן,דירת גן, אשדוד,[],1,4,קרקע,129,"1,550,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,9,משופץ,דירה,דירה,[],0,4,2,123,"1,780,000 ₪"
0,0,0,0,0,0,1,0,0,1,ללא,,8,משופץ,,,,0,,,,
1,1,1,1,0,1,1,1,0,0,1,1,7,במצב שמור,דירה, אשדוד,"["" רובע ה'""]",1,4,4,114,"1,760,000 ₪"
1,1,1,1,1,1,1,1,1,0,1,1,9,משופץ,דירה, אשדוד,"[' רובע י""ב']",0,4.5,6,148,"2,298,000 ₪"
1,0,1,0,0,1,1,1,0,0,1,1,6,במצב שמור,דירה, אשדוד,[],1,4,1,113,לא צוין מחיר
1,1,0,0,0,0,0,1,0,0,ללא,1,8,משופץ,דירה, אשדוד,"[' רובע י""א']",1,4,7,110,"1,890,000 ₪"
1,1,0,0,0,0,1,0,0,0,1,,4,משופץ,דירה, אשדוד,"["" רובע ג'""]",1,4,3,85,"1,200,000 ₪"
1,0,1,0,0,1,0,1,1,0,1,1,19,חדש מקבלן,דירה, אשדוד,"[' הקריה מע""ר']",1,2,2,77,"1,690,000 ₪"
0,1,0,1,0,0,1,0,0,0,ללא,,3,משופץ,דירה, אשדוד,"["" רובע י'""]",1,4,3,100,"1,485,000 ₪"
0,0,0,1,0,1,1,1,0,1,1,,8,משופץ,דירה, אשדוד,"["" רובע ו'""]",1,4,2,90,"1,320,000 ₪"
1,1,1,0,0,1,1,1,0,0,1,1,6,במצב שמור,דירה,דירה,[],1,4,3,125,"2,150,000 ₪"
1,1,1,1,1,1,1,1,1,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ח'""]",1,4,4,90,"1,380,000 ₪"
0,1,1,0,0,0,0,1,0,0,1,1,7,חדש,דירה, אשדוד,"["" רובע ד'""]",0,4,6,120,"1,820,000 ₪"
0,1,1,1,0,1,1,1,1,1,2,1,3,משופץ,דירת גן,דירת גן,[],0,4,קרקע,207,"2,450,000 ₪"
0,0,1,0,0,1,1,1,1,0,1,1,7,במצב שמור,דירה, אשדוד,[],1,4,3,115,"1,495,000 ₪"
0,1,1,1,0,1,1,1,1,1,1,1,8,משופץ,דירה, אשדוד,[],0,4,4,135,"1,700,000 ₪"
0,1,1,0,0,0,0,0,1,0,1,,2,במצב שמור,דירה,דירה,[],1,5,2,139,"1,850,000 ₪"
1,1,1,1,1,1,1,1,1,1,1,1,12,משופץ,דירה, אשדוד,"[' רובע י""ג']",1,3,6,105,"1,600,000 ₪"
1,1,1,0,1,1,1,1,0,1,1,1,7,חדש,דירה, אשדוד,"["" רובע א'""]",1,4,4,120,"1,670,000 ₪"
1,1,0,0,0,0,1,0,0,0,1,1,3,משופץ,דופלקס, אשדוד,"[' רובע י""ג']",1,5,2,100,"1,640,000 ₪"
1,0,0,0,0,1,1,0,0,1,ללא,,4,במצב שמור,דירה, אשדוד,"["" רובע ב'""]",1,3.5,3,81,"1,120,000 ₪"
0,1,1,1,1,1,1,1,1,1,1,1,8,במצב שמור,דירה, אשדוד,"[' רובע י""ז']",1,3,3,132,"1,990,000 ₪"
1,1,1,1,0,1,1,0,1,0,1,3,,משופץ,בית פרטי/קוטג', אשדוד,"["" רובע א'""]",1,6,קרקע,300,לא צוין מחיר
0,1,0,1,0,1,1,1,0,1,1,,7,משופץ,דירה, אשדוד,[],1,4,3,101,"1,380,000 ₪"
